Row,i01.a,i01.b,i01.c,i01.d,i01.e,i01.f,i01.g,i01.h,i01.i,i01.j,i01.k,i01.l,i01.m,i01.n,i01.o,i01.w.1,i01.w.2,i02,i05,i10,i11.a,i11.b,i11.c,i12,i13.1,i13.20.11,i13.20.12,i13.20.13,i13.20.14,i13.20.15,i13.20.16,i14.1,i14.2,i14.3,i15.a,i15.b,i15.c,i15.d,i15.e,i15.f,i15.g,i15.h,i15.i,i15.j,i15.k,i16,i17,i18,i19,i20,i20.w,i21.1,i21.w.1,i21.2,i22,i23.1,i23.2,i23.3,i24.a,i24.a.w,i24.b,i24.c,i24.d,i25,i26.a,i26.a.w,i26.b,i26.c,i26.d,i26.d.w,i26.e,i27.a,i27.a.w,i27.41,i27.41.w,i27.42,i27.42.w,i27.43,i27.43.w,i27.44,i27.44.w,i27.45,i27.45.w,i27.5,i28,i29,i30,i31,i32,i33,i34,i35,i36,i37,i37.w.1,i40.11.a,i40.11.b,i40.11.c,i40.11.d,i40.11.e,i40.11.f,i40.11.g,i40.11.h,i40.11.i,i40.11.j,i40.11.k,i40.11.l,i40.12,i40.13,i40.2,i40.3,i41,i45,i45.w,i50.a,i50.b,i51,i52,i55,i60.1,i60.2,i60.3,i61.1,i61.2,i62,i63,i64,i65,i66,i67,i70,i71,i72,i73,i74,i75,i80,i85,i90.1.a,i90.1.b,i90.1.c,i90.1.d,i90.1.e,i90.1.f,i90.1.g,i90.2.a,i90.2.b,i90.2.c,i90.3.a,i90.3.b,i90.4.a,i90.4.b,i90.5.a,i90.5.b,i90.5.c,i90.5.d,i90.5.e,i90.5.f,i91,i92,i93,i95,i99,m01
p23.20.e,60.30,16.92,22.56,76.20,88.65,31.99,73.27,28.96,91.73,42.64,95.53,83.56,95.22,17.00,37.42,50.77,14.73,29.92,75.73,64.35,26.51,34.12,85.35,53.54,43.51,78.17,72.84,84.20,31.46,74.96,27.15,29.22,68.24,11.44,45.66,63.66,52.94,77.68,25.59,65.55,80.27,26.06,48.85,19.80,32.95,17.59,57.59,82.62,73.11,86.98,26.17,95.47,67.86,52.09,34.44,76.62,4.31,82.32,13.02,3.17,62.68,95.44,11.24,18.91,52.62,33.34,0.46,63.66,11.71,92.53,23.18,24.97,94.51,4.55,53.77,50.00,84.12,57.88,33.93,23.96,31.01,37.46,86.10,30.35,63.04,75.96,15.49,79.63,29.31,96.87,40.55,90.79,22.69,91.13,69.59,81.94,86.04,70.02,83.31,0.42,57.44,10.45,93.15,14.03,70.63,26.85,35.10,62.33,3.16,91.37,82.30,99.95,47.50,21.25,33.69,22.81,36.91,91.73,4.81,86.81,46.20,36.65,74.28,28.25,35.44,22.03,33.00,49.64,4.79,42.68,94.92,96.94,38.28,20.41,29.21,54.89,91.03,22.33,78.19,43.31,58.23,23.07,11.13,53.75,96.70,76.39,60.78,90.90,1.23,39.08,75.37,59.34,59.57,21.41,86.17,38.11,48.63,82.84,88.72,90.14,55.89,77.00,54.71,77.11
p23.20.f,18.66,30.47,1.42,76.55,21.65,29.18,62.29,0.42,1.30,17.56,1.44,92.31,90.03,59.21,2.60,25.16,96.02,44.90,76.07,98.92,32.64,36.07,90.53,75.52,27.41,86.16,51.95,26.28,43.08,42.64,64.37,92.26,80.14,77.11,85.81,93.87,79.21,46.01,61.53,62.51,54.99,31.37,22.16,84.52,68.48,52.18,14.30,28.48,3.51,32.01,92.70,5.44,91.07,72.84,96.28,71.93,26.47,2.13,24.27,51.02,82.66,4.65,22.73,41.69,48.38,97.21,7.35,1.65,58.40,96.31,1.79,30.76,3.87,19.23,0.19,65.66,8.77,45.09,92.47,21.04,92.59,59.68,97.00,33.84,96.37,36.83,34.90,46.82,98.57,33.63,13.14,2.80,5.62,55.04,36.16,53.46,91.42,99.41,29.10,9.63,76.11,97.98,37.90,84.95,68.80,13.75,0.46,28.76,50.76,90.72,0.63,98.94,47.67,30.00,78.82,61.46,21.65,78.68,71.10,78.86,36.84,76.04,83.21,39.17,29.10,22.43,20.07,80.56,74.94,33.90,49.75,42.65,19.44,92.99,74.89,92.92,91.34,11.07,0.14,50.76,69.31,89.93,57.29,35.02,38.12,17.49,95.56,75.65,89.00,23.80,22.56,83.58,63.92,1.21,13.04,54.97,6.63,84.02,80.06,92.41,67.61,2.99,89.42,1.09
p23.20.g,78.26,12.69,57.99,20.47,30.77,6.81,64.47,47.51,11.53,39.18,97.06,12.85,43.46,20.35,6.80,77.22,39.21,77.23,83.29,41.94,65.05,60.54,60.34,26.53,57.96,85.57,18.38,31.72,92.07,28.72,90.67,83.72,15.92,60.14,65.57,86.30,38.26,10.64,82.10,86.27,51.49,62.24,30.06,49.05,23.89,49.68,30.81,99.71,42.11,43.70,80.39,58.58,82.00,55.89,52.84,0.32,67.47,93.80,29.24,56.02,19.07,73.67,91.77,0.71,93.99,86.15,43.25,71.95,91.69,79.70,61.55,67.15,4.16,75.32,54.00,66.84,59.46,34.58,55.04,68.84,62.55,6.46,52.00,24.60,1.30,61.85,66.61,20.88,15.00,61.28,28.55,86.17,47.40,9.28,42.93,25.78,56.68,56.95,31.62,81.49,82.09,10.80,25.09,26.06,26.49,56.15,73.60,23.51,69.57,40.08,32.10,46.00,41.90,80.41,3.19,20.25,43.49,87.37,25.89,64.74,40.82,48.35,75.43,42.71,10.18,0.80,6.33,12.51,91.03,34.51,96.73,2.23,90.87,49.80,82.60,11.28,89.03,55.14,24.81,44.16,89.35,38.47,98.36,65.76,63.96,67.39,32.48,4.82,62.53,30.22,9.81,90.84,82.05,78.03,91.99,27.11,37.98,20.47,21.79,18.40,96.91,35.21,98.50,44.85
p23.20.h,39.91,92.85,31.97,71.76,5.81,15.50,20.42,69.06,51.61,82.98,91.68,63.32,24.19,90.19,14.85,61.54,8.33,18.89,29.65,94.17,43.40,32.91,92.01,32.20,53.94,5.15,30.22,13.78,19.20,84.98,40.17,74.93,45.58,92.79,51.71,96.06,43.03,34.46,66.85,68.20,61.23,14.44,91.52,54.25,36.12,2.20,76.81,87.58,7.59,48.29,85.83,92.96,97.49,55.38,95.73,3.93,25.07,72.03,82.48,0.85,27.94,92.63,31.62,49.05,30.97,83.76,90.11,64.41,87.58,43.00,51.25,79.32,45.32,26.43,17.11,24.98,92.57,27.78,98.80,97.62,60.57,41.18,52.99,24.57,97.78,2.51,54.12,91.39,84.93,74.01,71.06,76.17,6.36,32.39,53.16,45.97,23.51,64.11,52.52,83.14,78.22,96.02,55.71,72.51,24.53,40.29,88.16,4.64,7.25,38.22,34.56,67.86,57.07,92.82,21.62,51.67,5.87,54.91,13.95,13.66,77.88,89.76,11.22,49.62,63.59,34.40,80.83,11.92,22.43,4.45,54.84,51.49,33.87,41.78,61.88,79.95,74.19,11.91,88.62,69.14,53.42,98.74,20.02,58.94,77.26,74.89,72.85,19.61,18.76,22.10,95.51,59.59,29.87,54.78,48.98,15.15,11.00,17.51,30.58,9.46,49.36,63.85,68.89,71.35
p23.20.i,15.43,18.13,59.58,45.27,50.08,22.65,63.51,85.01,67.64,16.22,71.03,65.06,22.90,5.76,74.87,35.79,85.46,35.70,41.27,64.03,17.20,63.96,67.21,97.48,81.35,68.79,8.60,4.84,12.07,41.77,96.10,54.53,62.43,18.14,8.51,74.10,53.02,24.48,88.38,42.39,98.45,55.37,17.68,33.25,48.11,75.43,4.39,71.20,87.69,69.78,39.85,30.96,2.83,45.60,14.38,72.71,87.82,0.76,42.97,45.56,29.09,37.08,90.02,85.38,51.13,50.25,38.62,22.11,29.11,5.78,37.54,89.30,10.37,73.31,54.19,87.80,76.18,31.38,65.70,60.26,58.67,91.93,67.78,70.81,52.08,28.28,96.83,94.47,25.05,85.70,9.82,17.96,72.04,78.20,7.88,21.72,48.07,17.51,5.96,89.41,24.88,59.53,64.17,54.90,92.71,98.97,4.81,50.77,7.36,37.15,56.04,71.27,71.56,55.87,24.59,48.16,63.45,65.31,85.32,29.52,29.33,80.59,37.10,10.75,40.69,1.19,73.88,43.02,79.77,6.79,76.70,68.38,98.42,2.76,89.59,4.05,31.37,43.77,19.45,13.42,28.44,67.75,83.69,81.57,59.21,10.09,23.23,61.77,93.92,71.29,32.31,72.53,71.26,22.71,62.68,59.29,10.35,99.00,35.79,91.48,38.85,2.34,32.55,20.76
p23.20.j,46.85,93.96,0.74,7.74,61.85,2.32,33.34,60.85,53.07,33.23,45.49,8.84,92.16,48.41,55.61,43.85,54.38,89.32,83.87,55.14,73.93,79.69,5.06,55.41,33.94,6.60,41.70,80.24,4.96,17.90,15.43,19.12,70.16,65.99,48.95,27.52,27.56,84.60,51.55,84.02,72.93,6.48,5.41,8.76,47.95,95.77,43.30,84.33,23.17,37.93,68.19,34.40,73.41,43.87,49.66,95.93,41.67,61.16,8.23,22.46,13.34,32.25,90.44,96.73,15.04,15.03,97.01,10.28,10.83,19.08,88.72,11.66,52.80,31.21,53.22,58.31,54.07,54.09,93.66,80.45,48.80,22.65,74.20,25.96,82.59,43.56,38.14,52.29,80.78,0.84,36.97,79.24,80.80,89.23,83.96,8.01,1.29,31.17,3.77,84.48,32.72,52.33,78.42,43.25,71.98,55.14,98.65,50.83,3.60,11.73,97.54,45.57,74.90,59.13,53.24,67.67,90.16,0.16,47.19,78.93,37.57,16.08,49.17,77.02,75.88,85.24,52.73,75.36,98.06,7.25,0.86,49.66,52.26,99.94,24.87,10.24,81.82,45.95,41.37,45.67,69.61,29.31,70.58,78.65,30.84,37.64,70.19,1.83,46.08,12.64,42.96,84.61,52.37,58.21,60.88,34.44,31.64,93.85,59.93,31.90,19.45,96.60,94.67,2.66
p23.20.k,83.49,59.13,4.43,71.34,72.07,93.94,87.31,43.77,70.16,33.54,47.64,13.24,38.01,4.88,70.10,96.52,27.67,86.61,31.19,91.37,53.43,68.11,47.97,79.99,63.14,52.52,80.56,75.85,5.47,92.60,29.72,16.35,7.13,1.99,74.27,51.18,86.17,21.85,37.98,54.18,56.42,94.20,91.49,49.91,28.58,73.47,85.49,97.86,13.66,95.17,55.34,91.52,4.70,52.47,45.33,35.28,49.97,72.34,8.27,87.17,86.70,87.94,94.51,51.30,18.49,37.03,56.98,90.82,69.70,81.50,73.31,87.63,95.46,57.02,34.84,8.87,63.29,8.17,75.99,37.29,4.45,82.81,91.82,71.33,42.61,30.71,40.87,32.90,19.66,87.00,0.54,31.29,15.30,17.33,50.18,68.08,3.15,15.43,11.81,8.47,74.14,98.28,41.36,78.80,96.66,91.22,27.79,17.56,17.92,52.29,35.61,63.77,15.17,83.62,24.94,72.94,20.82,39.87,74.32,11.64,92.35,32.29,55.81,13.57,42.54,30.26,93.78,88.11,24.57,69.32,92.33,53.78,61.13,69.00,48.07,60.98,10.34,74.75,90.04,51.43,15.45,40.49,82.02,53.36,4.81,23.34,11.78,17.34,11.17,92.15,39.93,19.59,24.33,94.93,3.42,12.07,82.26,85.72,92.46,87.78,92.57,67.88,12.41,78.37
p23.20.l,53.90,90.83,20.84,36.73,70.99,38.67,1.41,32.57,90.04,7.25,63.57,66.13,41.56,91.62,8.54,60.33,38.36,9.24,67.25,39.45,81.46,14.51,78.83,15.49,62.64,61.95,56.06,49.90,63.26,4.33,42.21,26.92,38.94,67.33,2.35,12.40,74.93,13.89,92.73,99.08,54.51,78.75,50.15,93.65,11.52,38.67,35.32,97.56,0.31,65.88,38.84,45.73,62.92,46.58,44.41,61.29,83.88,8.57,25.01,2.63,7.07,38.54,45.98,24.61,85.84,61.90,7.33,11.68,86.91,49.13,98.09,6.71,21.51,97.81,6.16,36.91,16.37,50.13,36.66,48.47,39.03,78.02,53.09,89.31,51.23,95.92,83.32,54.78,47.51,40.14,57.62,34.46,85.52,36.21,98.08,59.84,9.00,89.80,36.55,94.02,8.87,60.70,90.60,84.13,2.44,25.90,96.82,19.06,25.28,37.78,41.14,12.97,22.54,25.63,6.84,65.95,67.74,37.16,87.67,82.04,59.96,79.22,13.11,39.24,39.65,0.59,44.49,43.30,54.43,2.13,40.17,91.39,34.49,82.14,44.85,26.08,57.15,9.62,15.55,2.49,90.29,56.80,11.42,96.71,19.76,16.89,43.33,4.26,58.25,20.33,24.87,92.05,31.42,43.50,43.57,93.76,45.98,32.50,86.38,99.14,12.84,27.61,48.93,4.53
p23.20.m,89.78,48.72,88.82,33.10,46.73,81.21,81.88,80.29,47.10,15.31,20.54,54.84,12.36,96.44,55.99,29.14,16.06,98.69,36.17,2.71,37.16,61.08,50.14,95.97,8.28,90.37,27.26,55.67,97.75,68.12,19.91,85.75,88.66,84.19,72.17,3.36,95.99,12.59,81.41,13.02,43.50,75.55,98.38,77.80,24.37,56.17,35.91,44.75,85.14,10.96,88.93,16.73,81.48,61.48,43.50,41.98,86.30,52.43,53.20,27.63,39.54,49.12,95.70,84.19,22.52,38.24,30.67,99.89,5.30,30.20,53.70,38.38,30.28,81.72,36.79,53.09,98.52,0.79,88.90,68.97,17.48,17.69,32.00,26.43,2.81,0.69,57.13,51.03,93.37,80.18,62.56,53.70,63.08,83.50,44.13,45.65,48.75,42.23,97.45,91.31,25.61,51.44,50.41,91.87,5.51,17.62,38.71,83.29,37.72,99.95,73.11,0.39,73.32,14.03,4.26,76.73,85.25,56.94,94.68,5.24,81.86,56.02,38.61,40.43,73.29,11.73,11.52,85.82,79.67,96.84,3.48,27.92,41.23,23.72,29.29,45.65,75.77,75.33,71.55,93.91,80.22,17.88,11.97,78.67,80.02,95.26,90.36,40.84,78.02,95.27,52.95,0.41,24.82,41.20,76.62,63.56,88.01,59.95,15.87,40.35,37.61,3.63,81.30,17.34
p23.20.n,94.92,60.69,48.31,38.22,20.67,77.39,34.09,91.49,78.38,76.33,78.80,96.29,61.87,94.34,90.34,26.20,10.23,62.95,52.10,99.29,23.89,73.75,15.83,92.14,71.08,91.56,9.83,52.41,17.35,66.37,26.48,76.25,12.27,29.87,7.93,53.75,36.65,31.07,15.78,75.09,54.57,96.22,14.20,43.82,60.37,38.47,23.85,38.15,43.60,59.57,10.49,32.03,18.76,68.95,61.96,36.56,99.30,49.82,99.26,13.85,37.57,18.66,69.24,63.08,70.86,62.55,2.67,81.15,24.81,60.67,88.31,13.25,31.88,78.33,2.99,37.28,42.93,2.41,17.10,92.08,94.39,91.04,21.82,80.22,37.18,1.57,48.11,20.84,20.32,67.65,90.51,91.59,17.65,58.37,65.66,37.13,55.54,69.54,73.94,89.99,93.18,66.70,4.51,93.99,42.26,63.45,14.28,40.43,82.50,21.20,82.84,43.49,66.51,26.24,59.32,20.59,47.13,30.62,42.81,58.99,17.26,10.22,75.55,91.80,74.14,44.35,32.81,6.12,10.58,82.35,29.06,35.36,11.22,4.01,90.60,98.37,66.00,15.02,9.97,54.00,22.18,90.75,74.74,89.72,53.27,88.22,63.11,1.62,91.21,88.00,24.37,64.79,25.42,43.22,92.22,80.18,41.06,95.94,21.27,71.59,87.93,82.56,19.21,10.13
p23.20.o,20.19,93.09,35.11,33.77,31.19,74.72,59.52,62.47,53.20,82.88,52.62,37.14,60.48,80.00,96.33,8.07,34.96,90.36,27.42,22.31,90.58,98.15,31.78,15.61,23.13,27.52,10.73,97.52,74.99,5.39,39.65,35.49,47.02,37.30,42.11,98.27,90.75,6.39,74.08,59.13,1.76,2.72,98.66,74.99,50.70,60.29,17.71,20.70,18.20,64.36,38.59,93.16,25.83,67.72,64.26,65.41,4.91,95.52,46.31,36.62,59.52,69.01,50.06,9.99,90.40,99.19,64.19,48.12,35.36,97.36,28.62,50.33,0.57,90.26,97.00,35.80,4.34,20.47,88.57,42.25,55.36,96.88,40.87,39.59,80.36,33.33,36.33,41.28,33.31,55.23,79.05,15.13,97.24,70.57,48.39,15.21,42.40,31.13,21.66,71.52,4.78,3.69,0.51,15.08,47.75,43.51,0.31,40.31,59.43,4.79,25.73,52.91,80.74,4.54,3.05,5.47,51.19,48.30,4.24,34.27,60.29,77.08,77.25,81.63,4.37,8.31,71.47,0.22,61.14,91.00,40.61,75.41,4.32,14.49,36.60,65.40,75.71,61.08,14.09,52.78,62.00,78.74,2.65,57.64,47.05,16.32,76.69,6.32,24.48,46.68,4.70,84.23,58.37,34.99,72.75,60.91,50.44,82.76,11.61,82.28,80.20,77.40,73.64,91.72
p23.20.p,21.62,28.40,86.29,81.79,32.55,53.49,25.36,23.76,25.48,37.96,58.00,64.28,42.02,13.91,54.77,90.87,21.36,52.48,67.37,58.22,7.75,62.42,7.60,64.72,77.53,34.49,94.08,82.59,96.13,8.20,34.45,35.32,65.68,59.72,33.53,30.09,53.28,18.32,20.40,38.36,63.92,40.38,35.32,41.84,33.08,74.89,23.81,96.99,61.75,86.46,89.97,55.23,17.42,82.55,70.85,67.77,5.34,34.99,49.74,49.20,67.13,47.50,97.46,52.97,73.05,40.64,3.66,94.98,21.79,20.57,13.03,92.48,0.85,58.90,1.01,15.53,6.38,39.10,53.32,58.05,1.60,24.37,81.94,70.33,39.97,68.74,22.05,54.78,6.86,33.72,35.87,55.02,93.58,49.36,58.07,44.96,19.46,41.94,57.31,34.42,24.57,45.55,79.76,39.75,57.50,84.62,32.42,87.45,18.18,36.68,98.78,17.57,29.08,12.62,36.55,22.93,47.76,56.81,53.71,62.79,19.78,33.25,83.67,13.47,63.72,94.92,48.99,31.15,36.33,66.40,15.05,46.13,71.23,69.34,12.66,41.92,3.64,97.90,60.66,10.58,22.87,53.41,46.50,11.71,36.05,57.45,89.98,34.50,64.87,56.53,47.61,48.15,86.94,76.68,83.15,72.55,26.21,70.74,69.95,82.89,38.97,35.29,98.82,82.10
p23.20.q,16.46,34.19,83.14,59.96,84.67,25.98,12.26,52.44,6.00,38.85,83.38,60.70,38.85,46.00,94.91,72.44,68.02,39.46,43.46,26.63,14.71,65.12,44.33,63.55,36.02,51.53,97.35,71.61,97.74,87.28,71.01,30.37,55.90,94.55,19.28,54.13,51.23,67.27,76.53,67.09,75.80,9.43,67.12,61.70,12.47,73.09,73.53,73.11,51.65,42.20,66.60,83.60,57.12,87.89,95.96,82.60,76.81,16.54,43.08,17.67,2.85,35.87,79.79,82.32,0.25,95.61,67.16,10.59,12.61,38.11,94.40,90.83,43.88,7.42,32.87,63.90,37.33,52.21,15.25,44.86,70.14,35.84,32.38,60.91,10.52,95.59,26.41,9.58,99.71,54.39,76.21,97.95,87.42,42.27,81.23,87.80,82.44,33.79,15.56,21.14,81.59,56.46,38.92,8.01,81.61,38.84,14.54,31.53,6.31,67.85,90.93,20.38,15.42,51.58,60.44,6.06,79.82,96.11,27.20,47.96,87.67,1.64,45.93,89.72,16.72,46.87,96.40,35.60,80.12,39.02,58.45,77.36,91.23,71.75,93.34,18.95,23.32,58.15,83.64,34.58,64.01,83.93,47.04,94.68,63.84,12.73,20.74,71.87,30.73,5.64,59.23,39.22,90.48,21.29,50.58,32.88,77.31,71.98,57.28,1.19,3.81,39.83,57.74,2.52
p23.20.r,62.79,8.70,2.35,42.32,33.66,46.72,60.35,57.99,50.66,90.30,29.05,19.77,84.74,98.93,0.36,12.03,30.37,36.56,17.27,34.03,61.43,87.53,48.89,9.23,78.72,82.31,24.48,72.12,66.47,22.23,42.51,31.67,95.42,73.71,87.31,35.59,69.24,76.41,22.60,48.70,40.48,64.13,97.93,9.14,9.75,78.02,42.42,89.55,56.05,17.69,63.75,72.27,58.27,98.45,37.55,28.10,39.74,93.21,98.05,9.11,54.97,57.37,95.97,54.16,31.98,96.77,18.39,71.90,22.70,47.02,57.89,65.20,17.05,84.72,85.54,62.44,87.55,58.05,61.25,13.35,60.57,64.85,31.78,5.66,96.93,54.89,49.69,44.43,4.12,19.74,30.64,95.01,74.42,52.83,9.33,42.02,75.76,65.94,92.15,74.75,44.90,5.37,18.95,18.20,13.53,58.54,83.45,13.64,15.12,76.81,16.42,37.98,8.85,90.27,91.47,84.60,36.47,70.88,33.15,12.72,57.29,61.60,49.90,7.51,19.20,47.91,26.67,16.60,64.37,24.44,31.50,37.96,88.95,1.73,39.85,45.25,70.47,13.50,54.94,64.78,43.55,38.83,21.05,72.77,24.58,63.24,99.25,40.65,47.77,62.54,52.09,51.04,39.84,21.80,20.33,57.54,80.30,53.97,16.61,22.13,16.11,7.85,12.73,41.80
p23.3,74.44,56.55,8.83,3.69,99.52,96.68,54.43,17.31,23.72,55.00,53.71,81.88,65.22,14.87,56.24,52.10,5.03,12.06,2.25,57.96,41.11,60.48,70.85,39.50,23.66,75.84,90.82,68.64,36.20,77.71,21.33,92.63,52.51,26.83,57.10,42.63,49.62,61.96,52.06,1.97,91.49,58.21,97.46,72.71,16.94,10.94,54.44,38.84,92.53,96.35,90.49,15.74,97.86,5.75,3.04,30.79,94.29,23.62,22.57,80.46,95.94,52.03,9.00,31.15,59.90,85.45,70.30,98.84,79.09,84.10,35.23,17.18,12.45,67.02,87.38,35.09,63.50,70.59,98.54,37.45,33.67,85.95,37.81,92.87,74.17,93.12,95.34,10.63,13.27,32.56,58.46,61.39,87.59,21.70,79.75,53.56,55.07,50.50,58.51,15.31,38.14,77.38,88.64,97.37,99.52,99.57,41.37,4.56,36.03,61.40,75.53,11.57,55.06,56.43,5.06,58.12,53.24,85.53,55.59,78.61,65.98,81.97,95.01,80.01,87.43,57.85,39.71,90.15,66.37,45.56,60.26,16.60,48.18,44.87,76.50,32.30,10.90,28.16,47.38,11.58,79.13,57.08,45.91,28.78,95.50,43.18,93.40,29.00,16.03,86.58,49.07,58.56,1.89,66.68,39.69,11.13,11.01,78.55,29.18,63.07,6.75,64.45,50.10,18.30
p24.a,74.72,91.49,11.45,67.51,49.82,59.15,54.22,20.11,98.87,94.62,32.94,83.82,87.90,46.89,58.44,59.29,65.13,87.04,56.65,61.99,28.26,17.33,31.37,18.08,98.50,90.81,14.58,68.64,16.68,96.44,95.75,22.60,54.57,42.87,12.82,60.97,87.76,65.01,23.07,95.16,4.96,78.60,45.57,40.83,10.05,77.52,78.37,59.23,95.59,70.64,31.43,49.16,95.48,66.89,0.17,33.09,53.99,69.36,74.31,99.49,39.08,38.52,38.59,16.70,75.38,72.24,61.98,40.86,53.32,94.56,44.41,37.58,78.65,78.65,45.86,11.58,45.82,25.83,57.13,63.70,60.78,77.36,1.45,51.92,35.01,48.48,88.88,46.00,51.75,57.19,72.12,95.57,13.51,98.93,46.83,83.11,72.49,29.66,71.24,40.33,94.08,53.13,74.19,79.21,33.93,39.95,31.79,23.51,84.78,52.14,68.52,8.57,45.26,76.27,56.03,88.54,56.64,95.97,32.22,89.90,99.41,81.84,80.99,19.19,95.09,23.15,78.39,4.61,82.54,83.25,24.65,85.67,97.44,96.45,35.90,59.41,53.17,39.68,43.19,11.82,41.07,45.36,86.84,57.25,33.84,56.93,29.94,17.26,48.81,51.52,76.43,42.18,46.52,52.43,95.33,9.68,57.10,1.95,65.39,49.13,2.82,5.72,93.46,75.28
p24.a.w,64.75,17.43,1.95,50.07,73.05,10.89,12.57,0.22,11.48,78.74,16.52,0.38,55.94,6.29,66.23,1.19,22.31,71.76,94.85,84.77,60.21,0.11,66.89,83.48,99.91,51.42,65.57,88.23,97.80,42.16,94.55,79.10,99.75,36.46,86.25,85.38,60.76,96.72,51.63,9.99,38.31,59.22,58.28,78.68,76.92,77.07,53.92,93.38,50.15,32.02,24.16,6.31,73.33,34.35,90.62,64.86,45.98,91.42,43.25,19.51,27.01,60.26,88.06,73.96,35.71,95.66,55.75,31.27,35.19,43.04,59.51,48.55,48.59,17.26,6.47,12.61,35.96,89.99,88.75,32.35,26.02,24.36,80.30,80.41,42.40,84.85,9.63,52.93,45.64,87.82,5.70,53.98,89.06,11.52,52.98,22.32,28.62,24.61,72.42,59.89,19.79,32.22,75.20,85.68,10.24,92.98,71.79,74.90,95.46,3.92,57.44,34.55,3.30,65.96,64.75,74.37,35.34,10.32,8.61,29.15,5.07,12.36,21.69,61.67,36.88,81.90,80.59,47.70,14.49,56.14,28.38,22.26,93.53,32.69,3.32,34.14,3.82,13.68,51.33,52.25,32.95,10.56,48.45,3.02,76.72,60.33,44.43,14.97,86.23,73.25,26.69,40.79,68.69,22.62,77.72,30.17,1.08,31.45,72.82,29.34,19.76,93.04,83.48,25.62
p24.b,81.48,33.11,12.31,48.33,72.70,73.95,73.92,40.29,83.14,32.10,81.38,4.68,9.49,5.50,32.16,54.93,18.51,44.93,98.42,56.30,73.99,48.04,47.74,69.39,5.07,68.00,27.27,18.37,82.21,20.46,67.83,27.43,79.61,78.98,42.13,34.02,69.97,34.06,71.88,88.85,26.04,18.34,67.94,86.62,34.72,93.65,83.13,20.94,22.26,42.07,27.33,49.26,26.54,75.67,12.81,0.39,31.63,22.56,30.27,81.18,83.60,82.79,35.13,64.45,84.97,15.63,6.15,49.16,7.92,7.36,4.38,14.75,46.69,93.69,55.32,77.81,72.26,35.43,10.11,83.30,46.30,63.80,62.53,87.00,25.06,18.40,23.90,87.05,95.34,11.32,34.98,26.04,5.87,68.29,85.27,19.45,61.83,3.32,32.90,46.46,90.39,71.51,94.96,67.04,82.08,9.97,61.63,81.09,99.98,29.49,69.45,1.90,51.24,31.66,86.94,15.57,65.29,34.58,55.71,30.75,60.84,20.20,7.53,54.28,77.85,79.30,70.19,30.01,45.22,94.39,47.42,9.59,90.62,42.77,13.60,77.76,8.67,30.89,15.24,17.95,50.21,46.25,75.49,8.36,60.01,55.77,7.98,84.13,24.63,99.32,50.61,70.37,67.45,2.46,0.99,79.71,47.36,82.24,50.29,49.32,46.00,54.47,37.56,88.22
p24.c,6.26,54.44,94.06,2.84,79.25,90.07,58.80,11.13,84.97,36.55,41.95,65.50,48.27,64.21,32.77,22.03,64.95,9.03,66.45,89.18,23.26,6.61,4.91,17.97,27.38,49.65,11.61,4.33,49.98,39.98,76.68,4.11,0.43,93.31,31.07,16.25,8.26,89.55,85.59,84.54,65.88,98.98,88.99,86.07,78.93,23.55,13.54,18.62,93.17,98.62,90.71,70.41,74.69,79.06,51.05,42.14,50.46,57.91,29.29,13.08,71.20,65.27,62.37,22.52,88.04,65.62,5.62,10.75,72.10,88.04,75.11,53.60,26.59,32.01,31.13,10.61,52.55,51.46,10.89,56.84,36.37,97.83,66.00,63.00,86.47,26.25,18.21,69.31,7.39,41.05,1.81,30.66,21.05,54.92,58.35,24.13,95.87,51.79,12.43,20.83,93.91,75.22,44.78,25.56,10.18,71.62,95.69,94.45,8.34,50.23,17.72,27.12,86.81,98.19,33.13,16.63,60.81,94.93,67.45,23.18,80.93,85.25,90.80,77.68,42.70,87.04,54.30,99.67,55.11,60.08,4.74,74.32,48.96,82.77,67.60,47.46,27.05,82.43,22.60,94.70,13.75,62.93,82.93,40.07,71.21,63.15,14.44,93.75,38.97,2.49,76.26,57.40,38.92,60.86,40.04,31.80,24.03,13.94,41.09,38.40,51.78,89.04,15.29,15.66
